Year                 ,Drug_Status
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,Too much
1980,Too little
1980,Too little
1980,About right
1980,About right
1980,About right
1980,About right
1980,Don't know
1980,Too little
1980,About right
1980,Too little
1980,Too much
1980,About right
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,About right
1980,About right
1980,About right
1980,Too little
1980,About right
1980,About right
1980,Too little
1980,Too little
1980,About right
1980,Too much
1980,About right
1980,Too little
1980,About right
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,About right
1980,Too much
1980,Too much
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,Don't know
1980,Too little
1980,Too little
1980,Don't know
1980,Too little
1980,About right
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,About right
1980,About right
1980,About right
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,Don't know
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,About right
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,About right
1980,About right
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,About right
1980,Too much
1980,About right
1980,Too little
1980,Too much
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,About right
1980,About right
1980,Too little
1980,Too little
1980,About right
1980,Don't know
1980,About right
1980,Too little
1980,Too much
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,About right
1980,About right
1980,Don't know
1980,Too little
1980,Too much
1980,About right
1980,Too little
1980,Don't know
1980,Don't know
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,About right
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,About right
1980,About right
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too much
1980,Too little
1980,About right
1980,Too much
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Don't know
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too much
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,About right
1980,Too little
1980,Too little
1980,About right
1980,About right
1980,Too much
1980,About right
1980,Too little
1980,About right
1980,Too much
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Don't know
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,Too little
1980,Too much
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,Don't know
1980,Too little
1980,No answer
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Don't know
1980,Don't know
1980,About right
1980,Too little
1980,Too little
1980,Too little
1980,Don't know
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,Too little
1980,Don't know
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too much
1980,Too little
1980,Don't know
1980,About right
1980,Too little
1980,Too little
1980,About right
1980,About right
1980,Too little
1980,About right
1980,About right
1980,Too little
1980,About right
1980,About right
1980,Too little
1980,Too little
1980,Don't know
1980,About right
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,Too much
1980,About right
1980,Too little
1980,Don't know
1980,Too little
1980,Too little
1980,About right
1980,About right
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,Too little
1980,Don't know
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,About right
1980,About right
1980,About right
1980,Don't know
1980,Too little
1980,About right
1980,About right
1980,Too little
1980,About right
1980,Too little
1980,About right
1980,About right
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,Don't know
1980,Too much
1980,Too little
1980,Too little
1980,Too much
1980,Too little
1980,Too little
1980,Too much
1980,About right
1980,Too little
1980,Too much
1980,Too little
1980,About right
1980,About right
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,About right
1980,Too little
1980,About right
1980,Too much
1980,About right
1980,Too little
1980,Don't know
1980,Don't know
1980,Too little
1980,Don't know
1980,Too little
1980,Don't know
1980,Too much
1980,Don't know
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Don't know
1980,Too little
1980,Too much
1980,Too little
1980,About right
1980,Don't know
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,About right
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,Too much
1980,About right
1980,Too little
1980,Too little
1980,Too little
1980,Too much
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,About right
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,No answer
1980,Too little
1980,Too little
1980,Too much
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Don't know
1980,About right
1980,About right
1980,About right
1980,About right
1980,Too little
1980,Too much
1980,Too little
1980,Too little
1980,Don't know
1980,About right
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,About right
1980,About right
1980,About right
1980,About right
1980,Too little
1980,Too little
1980,About right
1980,About right
1980,About right
1980,Don't know
1980,About right
1980,Too little
1980,About right
1980,About right
1980,About right
1980,About right
1980,About right
1980,Too much
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,About right
1980,Too little
1980,Don't know
1980,Too little
1980,Too much
1980,About right
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,Don't know
1980,Don't know
1980,About right
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Don't know
1980,Too little
1980,Too little
1980,About right
1980,About right
1980,Too little
1980,Too little
1980,Too little
1980,Too much
1980,Too little
1980,Too much
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Don't know
1980,Don't know
1980,Too little
1980,Too little
1980,Don't know
1980,Too little
1980,Don't know
1980,About right
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,About right
1980,About right
1980,About right
1980,Too much
1980,Too little
1980,About right
1980,No answer
1980,Don't know
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Don't know
1980,Too little
1980,About right
1980,About right
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,Too little
1980,Too much
1980,Too little
1980,Don't know
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,About right
1980,Too little
1980,About right
1980,Too much
1980,Don't know
1980,Don't know
1980,Too little
1980,About right
1980,Too much
1980,Too little
1980,About right
1980,Too little
1980,Too much
1980,Don't know
1980,About right
1980,About right
1980,Too much
1980,Too little
1980,Too much
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,Too much
1980,Too little
1980,Too little
1980,Too little
1980,Don't know
1980,Too little
1980,Too little
1980,Don't know
1980,Too little
1980,Too much
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Don't know
1980,About right
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,Too little
1980,Don't know
1980,Too little
1980,Too little
1980,About right
1980,Don't know
1980,About right
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,Don't know
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,About right
1980,Too little
1980,Too little
1980,Too little
1980,Too much
1980,Too little
1980,About right
1980,Too little
1980,Too much
1980,Too little
1980,Too little
1980,Too much
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,Too much
1980,Don't know
1980,Too little
1980,Too much
1980,Too little
1980,Too little
1980,Too little
1980,Too much
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,Too much
1980,Too little
1980,About right
1980,Too little
1980,Too much
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,About right
1980,Too much
1980,Too much
1980,Too little
1980,About right
1980,About right
1980,Too much
1980,Too little
1980,Too little
1980,Too little
1980,Too much
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,About right
1980,Don't know
1980,About right
1980,Too little
1980,Too much
1980,About right
1980,Too little
1980,No answer
1980,Too much
1980,About right
1980,About right
1980,Too little
1980,Too little
1980,About right
1980,Too much
1980,About right
1980,Too little
1980,Too little
1980,Too much
1980,Too much
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,About right
1980,Too much
1980,About right
1980,No answer
1980,Don't know
1980,About right
1980,About right
1980,About right
1980,Too little
1980,About right
1980,Too much
1980,Too little
1980,About right
1980,Don't know
1980,Don't know
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,No answer
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,About right
1980,About right
1980,Too little
1980,About right
1980,About right
1980,Too little
1980,Don't know
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,About right
1980,Too much
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,Too much
1980,Too little
1980,Don't know
1980,Too little
1980,Too little
1980,Too much
1980,Too little
1980,Too much
1980,Too little
1980,Too little
1980,Too much
1980,About right
1980,Too little
1980,Too much
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,About right
1980,About right
1980,About right
1980,Too little
1980,About right
1980,Too little
1980,Don't know
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,Too little
1980,Don't know
1980,Too little
1980,Too little
1980,About right
1980,About right
1980,About right
1980,Too little
1980,Too little
1980,Don't know
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,Don't know
1980,About right
1980,Too little
1980,Too little
1980,Don't know
1980,About right
1980,Too little
1980,About right
1980,About right
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,Don't know
1980,Too much
1980,Too little
1980,Too little
1980,About right
1980,About right
1980,Too much
1980,Too much
1980,Don't know
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,Too much
1980,Too much
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,About right
1980,About right
1980,About right
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,Too much
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,Too much
1980,About right
1980,Too little
1980,Don't know
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,About right
1980,About right
1980,About right
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Don't know
1980,About right
1980,About right
1980,About right
1980,Too little
1980,About right
1980,About right
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too much
1980,Too little
1980,Too much
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,About right
1980,About right
1980,About right
1980,Don't know
1980,Too little
1980,Don't know
1980,About right
1980,Too little
1980,Too little
1980,About right
1980,Don't know
1980,Too little
1980,Too much
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,About right
1980,Too little
1980,Too much
1980,Too little
1980,Don't know
1980,About right
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too much
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,About right
1980,About right
1980,Too much
1980,Too little
1980,About right
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,About right
1980,About right
1980,About right
1980,Too little
1980,Too little
1980,About right
1980,No answer
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,About right
1980,About right
1980,Too little
1980,About right
1980,Too much
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,About right
1980,Too little
1980,Too much
1980,About right
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too much
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,About right
1980,About right
1980,Don't know
1980,Too little
1980,Too little
1980,Too little
1980,Don't know
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,About right
1980,About right
1980,About right
1980,Too much
1980,Too little
1980,Too much
1980,About right
1980,Too little
1980,About right
1980,Don't know
1980,About right
1980,Too little
1980,Don't know
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,About right
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,Too much
1980,About right
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,About right
1980,About right
1980,About right
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,Don't know
1980,About right
1980,Don't know
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,About right
1980,About right
1980,Too much
1980,Too little
1980,About right
1980,Too little
1980,Too much
1980,Too little
1980,Too little
1980,Don't know
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,Too much
1980,About right
1980,About right
1980,Too little
1980,Too much
1980,About right
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,About right
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,Too much
1980,Too much
1980,About right
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,Too little
1980,Too much
1980,About right
1980,Don't know
1980,Don't know
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,About right
1980,Too little
1980,Don't know
1980,Don't know
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,Don't know
1980,Too little
1980,Too little
1980,Too little
1980,Too much
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,About right
1980,Too much
1980,Too little
1980,Too much
1980,Too little
1980,About right
1980,About right
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Don't know
1980,Too little
1980,Too much
1980,Too much
1980,Too little
1980,Too little
1980,Don't know
1980,Too little
1980,About right
1980,Don't know
1980,Too little
1980,Don't know
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too much
1980,Don't know
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,Don't know
1980,About right
1980,Too much
1980,Too little
1980,Too little
1980,Too much
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Don't know
1980,About right
1980,Don't know
1980,Too little
1980,No answer
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,About right
1980,Too little
1980,Too much
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,About right
1980,About right
1980,Too little
1980,About right
1980,Too little
1980,Don't know
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,About right
1980,About right
1980,Don't know
1980,About right
1980,Too little
1980,Too much
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,Don't know
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Don't know
1980,About right
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,Don't know
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,Don't know
1980,Too much
1980,About right
1980,Too little
1980,Don't know
1980,Don't know
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too much
1980,Too much
1980,About right
1980,Too little
1980,Too little
1980,Too much
1980,About right
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,About right
1980,About right
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too much
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,Don't know
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Don't know
1980,Too much
1980,Too little
1980,Too little
1980,About right
1980,Too little
1980,Don't know
1980,About right
1980,Too little
1980,Too much
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,Too much
1980,Too little
1980,Too little
1980,Too little
1980,Too little
1980,About right
1980,About right
1982,Too little
1982,Too little
1982,About right
1982,About right
1982,Too little
1982,About right
1982,Too little
1982,Too little
1982,About right
1982,Too little
1982,Too little
1982,About right
1982,Too little
1982,Too much
1982,Too little
1982,Too little
1982,About right
1982,Too little
1982,Too little
1982,Too little
1982,About right
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Too much
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,About right
1982,Too little
1982,Too little
1982,About right
1982,About right
1982,Too little
1982,About right
1982,Too little
1982,Too little
1982,Don't know
1982,Too little
1982,About right
1982,Too little
1982,Too little
1982,Too little
1982,Don't know
1982,Too much
1982,Too little
1982,About right
1982,Too little
1982,About right
1982,Don't know
1982,Too little
1982,Don't know
1982,Too little
1982,Too much
1982,Too much
1982,Too little
1982,About right
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,About right
1982,Too much
1982,About right
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,About right
1982,Too little
1982,About right
1982,Too much
1982,Too little
1982,Too much
1982,Too little
1982,About right
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Too much
1982,Don't know
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Don't know
1982,Too little
1982,Too little
1982,Too little
1982,Too much
1982,Too little
1982,Too little
1982,About right
1982,About right
1982,Don't know
1982,About right
1982,Too much
1982,About right
1982,Too much
1982,About right
1982,Too little
1982,Too much
1982,About right
1982,About right
1982,Too little
1982,Too little
1982,Don't know
1982,Too little
1982,About right
1982,About right
1982,Too much
1982,About right
1982,Don't know
1982,About right
1982,About right
1982,Too little
1982,Too little
1982,Too little
1982,About right
1982,Don't know
1982,About right
1982,Too little
1982,Too little
1982,About right
1982,Don't know
1982,Too little
1982,Too little
1982,Too much
1982,About right
1982,Too little
1982,Too little
1982,Too little
1982,About right
1982,Too much
1982,About right
1982,About right
1982,Too little
1982,Too little
1982,Don't know
1982,Too little
1982,About right
1982,Too little
1982,About right
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,About right
1982,Too little
1982,About right
1982,Too little
1982,About right
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,About right
1982,About right
1982,About right
1982,About right
1982,About right
1982,Too little
1982,Don't know
1982,Too little
1982,Too much
1982,Too little
1982,About right
1982,Too little
1982,Too little
1982,About right
1982,Too little
1982,Too little
1982,Don't know
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Too much
1982,Too little
1982,Too little
1982,About right
1982,Don't know
1982,About right
1982,Too little
1982,About right
1982,About right
1982,About right
1982,About right
1982,Too little
1982,Too little
1982,Too little
1982,About right
1982,Too much
1982,Too little
1982,Too little
1982,About right
1982,Too little
1982,Too little
1982,Too little
1982,About right
1982,Too little
1982,Too little
1982,Don't know
1982,Too little
1982,About right
1982,Don't know
1982,Too little
1982,Too little
1982,About right
1982,About right
1982,About right
1982,About right
1982,Don't know
1982,Don't know
1982,About right
1982,Too little
1982,Too little
1982,Too much
1982,About right
1982,Too little
1982,Too little
1982,About right
1982,About right
1982,About right
1982,About right
1982,Too little
1982,Too little
1982,Too little
1982,About right
1982,About right
1982,Too little
1982,Don't know
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,About right
1982,Too little
1982,Too little
1982,Don't know
1982,About right
1982,Too much
1982,Too little
1982,Don't know
1982,Too little
1982,Too little
1982,About right
1982,About right
1982,Too little
1982,Don't know
1982,About right
1982,About right
1982,Too much
1982,Too much
1982,About right
1982,About right
1982,About right
1982,Too little
1982,Too little
1982,Don't know
1982,Too little
1982,About right
1982,Too little
1982,Too little
1982,About right
1982,Too little
1982,Too little
1982,About right
1982,About right
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Too much
1982,Too little
1982,About right
1982,About right
1982,Too little
1982,About right
1982,Too little
1982,About right
1982,Too little
1982,Too little
1982,Don't know
1982,Too much
1982,Too little
1982,Too little
1982,Too little
1982,Don't know
1982,Too little
1982,Too little
1982,About right
1982,Too little
1982,About right
1982,Too little
1982,Too little
1982,Too much
1982,About right
1982,About right
1982,Too much
1982,Too little
1982,Too little
1982,Too much
1982,Too little
1982,Too little
1982,About right
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,About right
1982,Too little
1982,Too little
1982,About right
1982,Too much
1982,Too little
1982,Too little
1982,Too little
1982,Too much
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Don't know
1982,Too little
1982,Don't know
1982,Too little
1982,About right
1982,Too little
1982,Too little
1982,Too much
1982,Too much
1982,About right
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,About right
1982,Too little
1982,About right
1982,About right
1982,Too much
1982,About right
1982,Too little
1982,Too little
1982,Don't know
1982,Too little
1982,Too little
1982,Too little
1982,About right
1982,About right
1982,Too much
1982,About right
1982,Too little
1982,Too much
1982,Too little
1982,Too much
1982,About right
1982,Too little
1982,Too little
1982,About right
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,About right
1982,Too much
1982,Too little
1982,About right
1982,Too little
1982,Too little
1982,Too much
1982,Too little
1982,Too little
1982,Too much
1982,Don't know
1982,About right
1982,Too little
1982,About right
1982,Too little
1982,Too little
1982,Don't know
1982,About right
1982,About right
1982,Don't know
1982,About right
1982,Too little
1982,Too little
1982,About right
1982,Too little
1982,Too little
1982,Too little
1982,About right
1982,Too much
1982,Too little
1982,About right
1982,About right
1982,About right
1982,About right
1982,About right
1982,Too little
1982,Too much
1982,Too little
1982,About right
1982,Too little
1982,Too much
1982,Too much
1982,Don't know
1982,Too much
1982,Too little
1982,Too little
1982,About right
1982,About right
1982,Too little
1982,Too little
1982,Don't know
1982,Too little
1982,About right
1982,About right
1982,Too little
1982,About right
1982,Too little
1982,Too much
1982,About right
1982,About right
1982,Too much
1982,Too little
1982,Too little
1982,About right
1982,Too little
1982,About right
1982,Too much
1982,About right
1982,Too little
1982,About right
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,About right
1982,About right
1982,About right
1982,Too little
1982,Too little
1982,About right
1982,Don't know
1982,Too little
1982,About right
1982,Too much
1982,About right
1982,Too little
1982,Too little
1982,Too little
1982,Don't know
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,About right
1982,About right
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,About right
1982,Too little
1982,About right
1982,Too much
1982,Too little
1982,About right
1982,Too much
1982,Too little
1982,Too little
1982,About right
1982,Too little
1982,About right
1982,Too little
1982,About right
1982,About right
1982,Too little
1982,About right
1982,Too little
1982,About right
1982,About right
1982,About right
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,About right
1982,About right
1982,Too little
1982,About right
1982,Too little
1982,About right
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,About right
1982,About right
1982,Too little
1982,About right
1982,Too much
1982,About right
1982,About right
1982,About right
1982,Too little
1982,Too little
1982,Too little
1982,About right
1982,Too little
1982,About right
1982,Too little
1982,Too little
1982,Too little
1982,About right
1982,About right
1982,Too little
1982,About right
1982,Too little
1982,Too little
1982,Too little
1982,About right
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,About right
1982,Too little
1982,Too little
1982,Too little
1982,About right
1982,Too little
1982,Too little
1982,Too little
1982,About right
1982,Too little
1982,Too much
1982,Too little
1982,Too little
1982,About right
1982,About right
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Don't know
1982,Too little
1982,Too little
1982,Don't know
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Too much
1982,Too little
1982,About right
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,About right
1982,About right
1982,Too much
1982,Too little
1982,Too much
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,About right
1982,About right
1982,Too little
1982,Too little
1982,Too little
1982,About right
1982,Too little
1982,About right
1982,About right
1982,Too little
1982,Too much
1982,Too little
1982,Too little
1982,Too much
1982,Too little
1982,About right
1982,Too little
1982,Too little
1982,Don't know
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Too much
1982,Too little
1982,About right
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,Too little
1982,About right
1982,Too little
